"participant_id","consent_age","consent_read","consent_participation","treatment_ver","num_unique_pword","manage_pword","imagine_create_pword","how_create_strong_pword","why_this_pword_tre1","why_this_pword_tre2","why_this_pword_tre3","secure_pword_rating","mem_actions_taken","how_likely_remem_1week","how_likely_to_use","demo_gender","demo_age","demo_education","demo_background","store_write_down","reset_every_time","physical_note","save_as_file","save_in_browser","third_party_manager","system_provide_manager","none_of_the_above","other_value","email_accounts","bank_accounts","work_accounts","retail_website_accounts","social_media_accounts","none_of_the_above","other_value","tot_new_pword_cnt","start_attempt_cnt","start_new_pword_cnt","start_new_pword_cnt","start_tre2_word1_cnt","start_tre2_word2_cnt","start_tre2_word3_cnt","start_tre2_word4_cnt","start_tre2_word5_cnt","start_show_pword","mid_attempt_cnt","mid_new_pword_cnt","mid_tre2_word1_cnt","mid_tre2_word2_cnt","mid_tre2_word3_cnt","mid_tre2_word4_cnt","mid_tre2_word5_cnt","mid_show_pword","end_attempt_cnt","end_show_pword"
"166","1","1","1","treatment3","more than 10","Accounts I frequently log in to use 5 unique but related passwords with various numbers and symbols. Accounts I do not frequently log in to use randomly generated passwords. All of these are stored in my Chrome's password manager, but some frequently used ones are written down.","I would likely choose a password I already use for another account and alter the numbers and/or symbols in it.","I chose a reference from my childhood that nobody else would know. To someone else, it would appear to be a nonsensical phrase. ",,,"It's a reference to a podcast I listen to, which would be easy to remember for me.","About equally secure","I simply thought of a memorable, but obscure, phrase.","Somewhat likely","Somewhat likely","Woman","18 - 24","Some college","I do not have an education in, nor do I work in, the field of computer science, computer engineering or IT.","1","0","1","0","1","0","0","0",NULL,"1","1","1","1","1","0",NULL,"1","1","1","1","0","0","0","0","0","1","1","0","0","0","0","0","0","1","1","1"
"167","1","1","1","treatment2","2-3","I tend to use about 2-3 different passwords for all my online accounts because it keeps all my data safe and free from hacking. I also save them on my browser so I don't forget the username or the e-mail address I used on that particular site.","I would create an account for the department by using some keywords that are first peculiar to the company/organization and then add the department name or something located in the department as the next combination of characters followed by some symbols.","I created this password by combining keywords from my religious beliefs, my name and my nickname all in one.",,"When I write the password and I stop on a word, it helps me to recollect what the next word is. Also the full stop makes the password stronger and harder to crack and be hacked into.",,"Much more secure","I tried to ensured the 5 words could be used in a meaningful sentence altogether.","Neutral","Somewhat unlikely","Man","25 - 34","Master's Degree","I do not have an education in, nor do I work in, the field of computer science, computer engineering or IT.","0","0","0","0","1","0","0","0",NULL,"1","0","1","0","1","0",NULL,"2","1","1","1","2","5","7","29","28","1","4","1","0","0","0","0","0","1","1","1"
"169","1","1","1","treatment3","4-6","I just do trial and error for the six passwords that I usually use.","I would probably add use two words that I always use in passwords and the number that follows would be like a hiring day or an ID number.","It was after a favorite band member of a group with a two digit number after it.",,,"Sometimes I forget to drink water, so it was just a little reminder.","Somewhat more secure","I kept on repeating it in my mind after a read a couple of the questions.","Somewhat unlikely","Somewhat unlikely","Woman","18 - 24","Some college","I do not have an education in, nor do I work in, the field of computer science, computer engineering or IT.","1","1","0","0","0","0","0","0",NULL,"0","0","1","0","0","0",NULL,"1","1","1","1","0","0","0","0","0","1","1","0","0","0","0","0","0","1","1","0"
"170","1","1","1","treatment3","2-3","i use a particular password for academics-related accounts. While for social media, I use another different account for it.","I will create the password by using my exciting password for work-related accounts. I won't stress myself much so that I can remember the password.","The greatest password I ever created is a combination of my nickname, date of birth, and some asterisks and underscore signs.",,,"if your relationship is going very well,i.e. sweet, then you will enjoy every moment of your life.","Much more secure","By memorizing an acronym for it, it is easier to remember. ","Very likely","Somewhat likely","Man","25 - 34","Doctorate","I have an education in, or work in, the field of computer science, computer engineering or IT.","1","0","1","0","1","0","1","0",NULL,"1","1","1","0","1","0",NULL,"2","1","1","1","0","0","0","0","0","1","6","1","0","0","0","0","0","1","1","1"
"171","1","1","1","treatment1","2-3","words with symbol with it to memorize easily.","Try to use the password I can easily remember.","With the combination of letters and symbols.","It was easy to remember and looked strong enough for a password.",,,"Much more secure","Tried my best to remember.","Very likely","Very likely","Man","35 - 44","Master's Degree","I have an education in, or work in, the field of computer science, computer engineering or IT.","1","0","0","0","0","0","0","0",NULL,"1","1","1","1","1","0",NULL,"2","1","2","2","0","0","0","0","0","1","1","0","0","0","0","0","0","1","1","1"
"172","1","1","1","treatment3","2-3","I use last pass to manage my passwords","I would use an existing password I already know","I tried to make the password longer and using digits to make it harder to guess",,,"It kept telling me the words I wanted to use weren't valid, which was frustrating. I tried to use the example password, but it said ""bee"" and ""password"" werent allowed. I eventually figured out a variation of that example password by subbing out those two words it wouldn't accept ","Somewhat more secure","I made sure the password sentence made sense to me and had a sort of meaning","Neutral","Somewhat likely","Woman","18 - 24","Bachelor's Degree","I do not have an education in, nor do I work in, the field of computer science, computer engineering or IT.","0","0","0","0","0","1","0","0",NULL,"1","0","1","1","1","0",NULL,"1","1","1","1","0","0","0","0","0","1","1","0","0","0","0","0","0","1","1","1"
"173","1","1","1","treatment1","2-3","My passwords are stored in my phone so that I don't have to remember them. When logging in to other accounts, I save the passwords on the browser so that I don't have to remember them there either.","I would most likely use a previous password. Something easy to remember and also something that I've used on a variety of accounts.","During the time of the password creation, I was watching a very popular anime. I decided to use one of the titles of my favorite character from the show and input numbers instead o letters to make it stronger.","As soon as I saw the string of 5 words, my brain immediately process the words and made them into a sentence that I would be able to remember.
",,,"Somewhat more secure","Made the words into a sentence.","Somewhat unlikely","Very unlikely","Woman","18 - 24","Some college","I do not have an education in, nor do I work in, the field of computer science, computer engineering or IT.","1","0","0","0","1","0","1","0",NULL,"0","0","1","0","0","0",NULL,"28","1","28","28","0","0","0","0","0","1","1","0","0","0","0","0","0","1","1","1"
"174","1","1","1","treatment3","4-6","I change my password every 30 days. I always do long passwords with both caps, numbers and symbols. I use the same password for a few accounts but have other passwords where I will add a symbol at the end","I would use it somewhere in the password.","jcitwork796#  I created it using my initials mentioning it is for it work and using random numbers and symbols at the end that are my favorite numbers",,,"one of my favorite sayings","Much less secure","I wrote it down and it is memorized for it is one of my fav sayings","Very likely","Very unlikely","Woman","45 - 54","Associate's Degree","I do not have an education in, nor do I work in, the field of computer science, computer engineering or IT.","0","0","1","0","0","0","0","0",NULL,"0","0","0","0","0","1",NULL,"2","1","1","1","0","0","0","0","0","1","2","1","0","0","0","0","0","1","1","1"
"175","1","1","1","treatment1","4-6","it's good","A strong password","#Rahul@750","when i enter the forget password option then i well make an new password and disable the older password ",,,"Much more secure","note the password","Somewhat likely","Somewhat likely","Woman","25 - 34","Bachelor's Degree","I have an education in, or work in, the field of computer science, computer engineering or IT.","0","0","1","0","0","0","0","0",NULL,"1","1","1","1","1","0",NULL,"1","1","1","1","0","0","0","0","0","1","1","0","0","0","0","0","0","1","3","1"
"176","1","1","1","treatment3","more than 10","LastPass","I would make up a random word","LastPass",,,"Because you kept saying my chosen words were ""INVALID"". That's why I included the word ""stupid"". Becuz you're stupid.","Much less secure","I typed it in Notepad so I could see it.","Somewhat likely","Very unlikely","Man","55 - 64","Bachelor's Degree","Prefer not to disclose","0","0","0","0","0","1","0","0",NULL,"0","0","0","0","0","1",NULL,"1","1","1","1","0","0","0","0","0","1","1","0","0","0","0","0","0","1","1","1"
"177","1","1","1","treatment2","2-3","to buy clothes and pay pills and work ","I would use a capital letter and a symbol","I used a lot of symbols and made it really long",,"to memorize and make sure i was typing them in correctly",,"Much more secure","took a photo of it","Somewhat likely","Neutral","Woman","25 - 34","Some college","I do not have an education in, nor do I work in, the field of computer science, computer engineering or IT.","1","0","0","0","0","0","0","0",NULL,"1","1","1","0","0","0",NULL,"1","1","1","1","0","0","0","0","0","1","1","0","0","0","0","0","0","1","1","1"
"179","1","1","1","treatment3","2-3","When i input any online password I try to my favorite thing name and some unique number combination. Number would be my phone number or user I'd or any special year to me. and just try to remember this  password.","I input my favorite name word and special number combination.","I input favorite name word and some number. Word letter could combination of lowercase and uppercase.",,,"Winter is coming, And I think I will be remember this type password . I also try to unique word. That I remember.","Much more secure","No I don't use specific any method to memorize.","Very likely","Very likely","Woman","18 - 24","High school","I do not have an education in, nor do I work in, the field of computer science, computer engineering or IT.","1","0","1","0","1","0","0","0",NULL,"0","1","1","0","0","0",NULL,"1","1","1","1","0","0","0","0","0","1","1","0","0","0","0","0","0","1","1","1"
"180","1","1","1","treatment2","2-3","Different word making this password uniqe and i am memoriging.","I will make strong password using IT divison name,id,birthdate .I will arrange a unique password.","I am logicallay arrange that password.I will make it unique.",,"I will make unique and different password that's why i am using that.Other person cannot be easily getting any idea of this logic.It can be make my password strong.",,"Much more secure","I am memorize the different word.","Very likely","Somewhat likely","Man","45 - 54","Master's Degree","I have an education in, or work in, the field of computer science, computer engineering or IT.","0","0","1","0","0","0","0","0",NULL,"1","1","1","0","1","0",NULL,"1","1","1","1","2","2","3","4","3","0","1","0","0","0","0","0","0","0","1","0"
"181","1","1","1","treatment1","2-3","They're similar but have minor changes to them","Using a password I use for other things","based on a code I used for school","It was a phrase I could easily remember.",,,"About equally secure","Just rereading it until it stuck","Somewhat likely","Neutral","Man","25 - 34","Some college","I have an education in, or work in, the field of computer science, computer engineering or IT.","1","0","0","0","1","0","0","0",NULL,"1","1","1","1","1","0",NULL,"6","1","6","6","0","0","0","0","0","0","1","0","0","0","0","0","0","1","1","0"
"182","1","1","1","treatment2","1","i use the same password across all accounts so i will not forget","i will just use a password i can remember easily","i added numbers and letters plus a special sign",,"the dot sign is to make the password stronger",,"Much more secure","i did not use any method","Somewhat likely","Somewhat likely","Man","35 - 44","Master's Degree","Prefer not to disclose","0","0","0","0","0","0","0","1",NULL,"1","0","1","0","0","0",NULL,"1","1","1","1","5","0","0","0","0","1","1","0","0","0","0","0","0","1","1","1"
"183","1","1","1","treatment3","2-3","i have some of them stored on the device and other stored both on my cloud and email","i would think of a very non common word combination and protect it.","i thought of words that are very uncommon and also probably add my family's name or something",,,"i just thought of a unique combination of words thats all","Somewhat more secure","i don't necessarily have to memorize it, i just store it somewhere","Somewhat likely","Somewhat likely","Man","35 - 44","Bachelor's Degree","I do not have an education in, nor do I work in, the field of computer science, computer engineering or IT.","0","0","1","1","1","0","0","0",NULL,"1","0","1","0","0","0",NULL,"1","1","1","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","1","0"
"184","1","1","1","treatment3","2-3","passwords are familiar and i never forget them","i would use one of my frequent passwords","it only ocurred to me at the moment",,,"are easy words to remember","About equally secure","use my good memory","Very likely","Neutral","Man","25 - 34","Master's Degree","I do not have an education in, nor do I work in, the field of computer science, computer engineering or IT.","1","0","0","0","0","0","0","0",NULL,"1","0","0","0","0","0",NULL,"1","1","1","1","0","0","0","0","0","0","1","0","0","0","0","0","0","1","1","0"
"188","1","1","1","treatment2","2-3","I have a secret file with my passwords stashed away.","use the same one I use to login for my banking which is unique one","took an old animal I had twenty years, combined a date and symbol I know",,"I could say this phrase over and over again in my head with it sticking.",,"Much more secure","Nope, I just keep repeating it in my head over and over","Very likely","Neutral","Woman","25 - 34","Associate's Degree","I do not have an education in, nor do I work in, the field of computer science, computer engineering or IT.","1","0","1","0","0","0","0","0",NULL,"1","1","1","1","1","0",NULL,"1","1","1","1","15","8","5","12","12","1","1","0","0","0","0","0","0","1","1","1"
"189","1","1","1","treatment2","4-6","i use a pass manager to do it","using an encrypted generator","encryption generator",,"trying to remember what it was",,"Somewhat less secure","just tried to remember, no special technique","Somewhat unlikely","Very unlikely","Man","25 - 34","Bachelor's Degree","I do not have an education in, nor do I work in, the field of computer science, computer engineering or IT.","0","0","0","0","0","1","0","0",NULL,"0","0","0","0","1","0",NULL,"3","1","2","2","1","2","2","1","1","0","7","1","0","0","0","1","2","0","1","0"
"190","1","1","1","treatment2","more than 10","I use a password management app","I would make a memorable one that i could alter numbers on the back end of when it needs updating","I had it autogenerated from my password manager",,"they were short and memorable.",,"Somewhat less secure","i made a little song for the words","Somewhat unlikely","Very unlikely","Man","25 - 34","Bachelor's Degree","I do not have an education in, nor do I work in, the field of computer science, computer engineering or IT.","0","0","0","0","0","1","0","0",NULL,"0","0","1","0","0","0",NULL,"1","1","1","1","1","5","5","3","10","1","1","0","0","0","0","0","0","1","1","0"
"191","1","1","1","treatment2","2-3","Combination of password manager and writing down on paper","For a work account like login on a computer I would use some specific dumb thing. I would also get a reminder token. An item to jog my memory. Something I keep around work.","I use a lot of random generated passwords for non essential accounts. I think they are probably more secure than my ""memory"" passwords.",,"I liked the 2 f's right next to each other. I also like the enter at the end to tell me to ""enter"" the password. The other two I just remember as random. Thinking of them as random together as a pair helps.",,"About equally secure","Same as choosing them. I like the 2 f's as a menomic device the enter as ""enter"" the password and the other two as a random pair.","Somewhat likely","Neutral","Man","35 - 44","Bachelor's Degree","I have an education in, or work in, the field of computer science, computer engineering or IT.","0","0","1","0","1","0","1","0",NULL,"0","0","0","1","0","0",NULL,"2","1","2","2","12","77","31","6","3","1","1","0","0","0","0","0","0","1","1","1"
"192","1","1","1","treatment2","4-6","I keep a listing in a secure location.  I update the list as I need to make changes.","I would combine my favorite color with the name of my birthday month.","I was forced to incorporate uppercase letters, lower case letters, numbers and symbols.",,"I spontaneously decided to have all of the words start with the same letter, so I clicked through until the appropriate word popped up.",,"Somewhat more secure","I repeated it over and over in my head while envisioning each object that was referenced and knowing that each word started with the same letter.","Somewhat unlikely","Very unlikely","Woman","45 - 54","Master's Degree","I do not have an education in, nor do I work in, the field of computer science, computer engineering or IT.","0","0","0","0","0","1","0","0",NULL,"0","0","0","0","0","1",NULL,"1","1","1","1","56","31","6","40","5","1","1","0","0","0","0","0","0","1","1","1"
"193","1","1","1","treatment2","more than 10","There are a number of different criteria that I use based on my online account, each criteria is specific to me","I would use a password that I'm already familiar with and adopt it to my company","I have a series of numbers and symbols that have specific meaning in my life",,"That is how I memorized the password",,"About equally secure","I use mnemonic mental tools  ","Very likely","Somewhat likely","Man","55 - 64","Bachelor's Degree","I do not have an education in, nor do I work in, the field of computer science, computer engineering or IT.","0","0","1","0","1","0","0","0",NULL,"0","0","0","1","0","0",NULL,"1","1","1","1","0","0","0","0","0","1","1","0","0","0","0","0","0","1","1","1"
"194","1","1","1","treatment2","4-6","I rotate through a password system, combining several attributes to have a random password for each account","I would try to use a password that corresponded to the password requirements, while still being memorable and secure.","I followed the requirements for my IT department.  They wanted a 16 character password with all the different character types (upper, lower, special, number)",,"I just chose the first password that was shown to me.",,"Somewhat more secure","I tried to make a little story for how the words fit together","Somewhat likely","Neutral","Man","35 - 44","Doctorate","I do not have an education in, nor do I work in, the field of computer science, computer engineering or IT.","1","1","1","1","1","0","0","0",NULL,"1","1","1","1","1","0",NULL,"1","1","1","1","0","0","0","0","0","1","1","0","0","0","0","0","0","1","1","1"
"195","1","1","1","treatment2","more than 10","I use last pass for my password management.","I would use a previous password","I did an auto generate through last pass to generate the password.",,"I had to think about the story I have in my head for the password that was generated for me.",,"About equally secure","I created a story using those words.","Somewhat likely","Somewhat likely","Man","35 - 44","Doctorate","I have an education in, or work in, the field of computer science, computer engineering or IT.","0","0","0","0","0","1","0","0",NULL,"0","0","1","1","1","0",NULL,"1","1","1","1","5","13","2","6","14","1","1","0","0","0","0","0","0","0","1","0"
"196","1","1","1","treatment2","7-10","I have a system in which the password is somewhat related to the account so I can easily remember it.  I digitally store my passwords in a secret location away from my computer.","I would come up with something that I am reminded by of the account that it is unlikely other people would be reminded of.","By associating the account with something unrelated that the account reminded me of.",,"They formed a somewhat coherent phrase thats easy for me to remember",,"Somewhat more secure","It is a somewhat coherent non-sensical phrase that is easy to remember","Neutral","Very unlikely","Man","25 - 34","Master's Degree","I do not have an education in, nor do I work in, the field of computer science, computer engineering or IT.","1","0","0","1","0","0","0","0",NULL,"1","1","1","1","1","0",NULL,"1","1","1","1","4","14","1","7","1","1","1","0","0","0","0","0","0","0","1","0"
"197","1","1","1","treatment2","1","I usually use the same password or a variation of that password for all of my accounts.","I would use one of my current passwords.","I used my children's names and birthdates.",,"I just stopped at random words.",,"Much more secure","I wrote it down.","Very unlikely","Very unlikely","Woman","35 - 44","Some college","I do not have an education in, nor do I work in, the field of computer science, computer engineering or IT.","0","0","0","0","1","0","0","0",NULL,"1","1","1","1","1","0",NULL,"1","1","1","1","4","0","2","2","0","1","1","0","0","0","0","0","0","1","1","1"
"198","1","1","1","treatment2","4-6","I use a lot of the same passwords but usually have some variations like ! @ * at the end. I have notebooks where I keep track of different passwords. ","I would use a similar one that is easy for me to remember and add a new symbol to change it up.","A word that is special to me, with an important date in the middle, and a symbol at the end. I feel like it would be almost impossible for someone else to guess. ",,"I felt like summer.rush.react.play.shout would be easy to remember because each word sort of goes together in a way that I can remember. It's a good sequence that almost makes sense. ",,"Somewhat more secure","I just repeated until I felt confident I would remember. It felt like a natural sequence. ","Somewhat likely","Somewhat likely","Woman","35 - 44","Trade, technical, or vocational training","I do not have an education in, nor do I work in, the field of computer science, computer engineering or IT.","0","0","1","0","1","0","0","0",NULL,"1","0","0","1","1","0",NULL,"1","1","1","1","4","11","13","0","5","1","1","0","0","0","0","0","0","1","1","1"
"199","1","1","1","treatment2","4-6","I use about five different passwords for my accounts, some simple and some more complex. The complex passwords are used in websites where I store sensitive information.","I would come up with a password that is hard to guess and is somewhat connected to my job or company.","A combination of a nickname with numbers and special characters added to it.",,"There was no specific reason involved.",,"About equally secure","I relied on my memory.","Somewhat unlikely","Somewhat likely","Man","25 - 34","Bachelor's Degree","I have an education in, or work in, the field of computer science, computer engineering or IT.","1","0","0","0","0","0","0","0",NULL,"1","1","1","0","1","0",NULL,"1","1","1","1","0","0","0","0","0","0","2","0","0","0","0","0","0","0","1","0"
"201","1","1","1","treatment2","2-3","in my head","from my imagination","randomly",,"it just felt natural.",,"Much more secure","mnemonics","Somewhat unlikely","Somewhat unlikely","Man","45 - 54","Some college","I do not have an education in, nor do I work in, the field of computer science, computer engineering or IT.","1","0","0","0","0","0","0","0",NULL,"1","1","1","1","1","0",NULL,"1","1","1","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","1","0"
"202","1","1","1","treatment2","4-6","I try to utilize different passwords for financial accounts, so one hack could not impact multiple financial accounts.  For other accounts, such as Facebook, Twitter, etc, I keep those simple and will repeat them quite frequently.","I would select one that I have used more recently, but change the final two digits to something else","It was randomly assigned by the password management function at the company.",,"I was following the directions from your generated suggestion",,"Somewhat less secure","I would use the acronym, which would be sefto","Somewhat likely","Somewhat unlikely","Man","55 - 64","Bachelor's Degree","I do not have an education in, nor do I work in, the field of computer science, computer engineering or IT.","0","0","1","0","0","0","0","0",NULL,"0","0","0","0","1","0",NULL,"1","1","1","1","0","0","0","0","0","1","1","0","0","0","0","0","0","1","1","1"
"203","1","1","1","treatment2","2-3","I keep the passwords stored in a safe bank.","I would use pet names with capital and lower letters as well as numbers and special symbols which are ones I enjoy the most.","I used my pet's name with capital and lower case letters as well as a couple of different special characters along with a very old address that no longer exists and pop in a distant cousin's name with my child's year of birth plus my favorite lucky two double-digit numbers.",,"I needed to use words that somewhat made sense in a sentence even though it didn't totally make sense.",,"Much less secure","I memorized it in my head.","Neutral","Somewhat unlikely","Woman","45 - 54","Associate's Degree","I do not have an education in, nor do I work in, the field of computer science, computer engineering or IT.","1","0","0","1","1","1","1","0",NULL,"0","0","1","1","0","0",NULL,"1","1","1","1","11","17","6","7","5","1","1","0","0","0","0","0","0","1","1","1"
"204","1","1","1","treatment2","more than 10","I use MacOS keychain to manage my random generated passwords","will use a script to generate a random string with special characters","I used a script to generate a long random string",,"i wanted each word to be at least 5 characters long",,"Much less secure","i wrote it down","Somewhat likely","Very unlikely","Woman","25 - 34","Master's Degree","I have an education in, or work in, the field of computer science, computer engineering or IT.","0","0","0","1","1","0","1","0",NULL,"0","0","0","0","0","1",NULL,"1","1","1","1","1","0","7","0","1","1","1","0","0","0","0","0","0","1","1","1"
"205","1","1","1","treatment2","4-6","saved on my iphone and icloud account","I would auto generate the password with Mac OS ","using places and people from my past, sometimes animals too.",,"I think I will remember these words easier",,"Somewhat more secure","I said them over and over in my head","Neutral","Somewhat likely","Man","45 - 54","Trade, technical, or vocational training","I have an education in, or work in, the field of computer science, computer engineering or IT.","1","0","0","0","0","0","1","0",NULL,"1","0","0","0","1","0",NULL,"1","1","1","1","4","3","5","5","0","0","1","0","0","0","0","0","0","0","1","0"
"206","1","1","1","treatment2","more than 10","bitwarden generates passwords and stores them","it depends on the situatoin and their processes","bit warden generated it",,"what do you mean by this questoin not clear",,"Somewhat less secure","camera pen and paper","Somewhat likely","Somewhat unlikely","Woman","25 - 34","High school","I do not have an education in, nor do I work in, the field of computer science, computer engineering or IT.","1","0","1","1","0","0","0","0","bit warden","0","0","0","0","0","1",NULL,"1","1","1","1","0","0","0","0","0","1","1","0","0","0","0","0","0","1","1","1"
"207","1","1","1","treatment2","4-6","It started with a copy of a password with added symbols and numbers. Then moved to a work required password that has also been tweaked. ","Use one of my other passwords.","Work requirements for the password also suggestions from a manager. ",,"Something easy I could remember with a possible sentence competence. ",,"Somewhat more secure","Words that seem close to a sentence. ","Somewhat likely","Neutral","Woman","25 - 34","Some college","I have an education in, or work in, the field of computer science, computer engineering or IT.","1","0","0","0","0","0","0","0",NULL,"1","0","1","1","1","0",NULL,"1","1","1","1","6","1","7","2","5","1","1","0","0","0","0","0","0","1","1","1"
"208","1","1","1","treatment2","more than 10","I use LastPass.","I would use the LastPass password generator.","LastPass again!",,"I used the first one I was provided.",,"Somewhat less secure","I repeated it out loud to myself and tried to come up with a sentence containing the words.","Somewhat unlikely","Somewhat unlikely","Man","45 - 54","Bachelor's Degree","I have an education in, or work in, the field of computer science, computer engineering or IT.","1","0","0","0","1","1","1","0",NULL,"0","0","0","0","0","1",NULL,"1","1","1","1","0","0","0","0","0","1","2","0","0","0","0","0","0","1","1","1"
"209","1","1","1","treatment2","4-6","I write them down in a notebook.","I would make something related to the organization.","I just made it up on the spot.",,"So I can remember it.",,"About equally secure","I wrote it down on paper.","Neutral","Somewhat likely","Woman","25 - 34","High school","I do not have an education in, nor do I work in, the field of computer science, computer engineering or IT.","0","0","1","1","0","0","0","0",NULL,"0","0","0","0","0","1",NULL,"1","1","1","1","1","0","0","0","0","0","1","0","0","0","0","0","0","0","1","0"
"210","1","1","1","treatment2","more than 10","I try to have one password for each account. I write all of my passwords down on a piece of paper.","I would use a suggested password from Google Chrome.","It was a suggested password from Google Chrome, that is just a random string of things.",,"I stopped on words that I though would flow well with the rest of the other words. I thought this would be easier for me to remember.",,"Somewhat less secure","I memorized the first letter of each word, which ends up being ""FEMLL"".","Somewhat likely","Very unlikely","Woman","25 - 34","Some college","I do not have an education in, nor do I work in, the field of computer science, computer engineering or IT.","0","0","1","0","1","0","0","0",NULL,"1","0","0","0","1","0",NULL,"1","1","1","1","4","0","0","0","0","1","1","0","0","0","0","0","0","1","1","1"
"211","1","1","1","treatment2","2-3","I just memorize them, although I do use autofill for a lot of them on my computer.","I would use the technique I use right now. I would base it on the latest movie I really enjoyed, followed by my current age and then the pound sign.","I made it using the process I said above. A recent movie I enjoyed, my current age and the pound sign.",,"They're all words I have a mental image of, that I could see combined together.",,"Much more secure","I thought of a mental image involving all the words.","Somewhat likely","Somewhat likely","Man","25 - 34","Bachelor's Degree","I do not have an education in, nor do I work in, the field of computer science, computer engineering or IT.","1","0","0","0","1","0","0","0",NULL,"1","1","0","0","0","0",NULL,"1","1","1","1","0","0","0","0","0","1","1","0","0","0","0","0","0","1","1","1"
"212","1","1","1","treatment2","2-3","I prefer to use most common numbers as my passwords. I make a pattern out of most important numbers and add symbols to it. I keep the file of my most important passwords.","company name and my wife's Date of birth and special character ""!"".","My strongest password was full name of my grandmother accompanied with my father's date of birth. People can guess my number but no about my family members.",,"It was easy to remember. I could relate with it. My mind understood and remembered it as a saying.",,"About equally secure","My mind related it with a real life situation and I managed to remember it. But I cant say if I start using it as my password if I could really memorize it or not. Because if I don't use particular account much there is a probability I might not remember.","Somewhat unlikely","Somewhat unlikely","Man","25 - 34","Bachelor's Degree","I have an education in, or work in, the field of computer science, computer engineering or IT.","0","0","1","1","0","0","0","0",NULL,"1","0","1","0","1","0",NULL,"2","2","2","2","0","0","0","0","0","1","1","0","0","0","0","0","0","1","1","1"
"214","1","1","1","treatment1","more than 10","So basically I have 2 primary passwords.  I have modifications I make to these passwords (usually extra letters/punctuation at the end) to satisfy any password requirements.  I then have a word document with these passwords saved, except all but first and final letters are asterisks instead of the actual characters.  I probably have 50+ places where passwords are required and to remember so many passwords for so many different locations would be impossible for me.","I would use make an extremely complicated password and save it digitally in a place that is not connected to any networks (like 10 USB sticks) and store the sticks in a safe manner.","Lately I have been using recommended passwords for sites of which I don't care to much about security.  These passwords are generally very complex.  My go to password is a spin of my university account password, which is in itself fairly complex (no words, letters and numbers)","Seemed easy to memorize",,,"Much less secure","Just word flow","Very unlikely","Very unlikely","Man","25 - 34","Master's Degree","I have an education in, or work in, the field of computer science, computer engineering or IT.","0","0","0","1","1","0","0","0",NULL,"0","0","0","0","0","1",NULL,"9","1","7","7","0","0","0","0","0","1","3","2","0","0","0","0","0","1","1","1"
"215","1","1","1","treatment1","2-3","The same password is used unless different requirements are necessary. For example some sites require a special character while others don't.","I would use the same password I normally use and modify it as needed to fit the password requirements.","It is a combination of things I like and I have been using it since childhood.","It had the shortest words compared to the other generated passwords.",,,"Much more secure","I just kept repeating it to myself over and over again.","Very unlikely","Very unlikely","Woman","18 - 24","High school","I do not have an education in, nor do I work in, the field of computer science, computer engineering or IT.","1","0","0","1","1","0","1","0",NULL,"1","1","1","1","1","0",NULL,"7","1","7","7","0","0","0","0","0","1","1","0","0","0","0","0","0","1","1","1"
"216","1","1","1","treatment1","4-6","I have a set of passwords I've memorized, of varying length and complexity, that I use for different accounts depending on what the account is. ","I would use one of the passwords I have memorized, probably one of the stronger ones.","I used the long form of a name of my original character for a story I'm writing, so it's not a real word. I used both capital and lowercase letters, and added numbers in a pattern that's easy for me to remember, and symbols to create an emoticon I associate with the character's name.","I liked the alliteration of the words, because it would help me memorize it",,,"About equally secure","I thought of imagery to relate the words to each other","Somewhat likely","Somewhat unlikely","Man","25 - 34","Some college","I do not have an education in, nor do I work in, the field of computer science, computer engineering or IT.","1","0","0","0","0","0","0","0",NULL,"1","0","0","1","1","0",NULL,"13","1","13","13","0","0","0","0","0","1","1","0","0","0","0","0","0","1","1","1"
"217","1","1","1","treatment1","2-3","I have a PC password manager that autofills and remembers it for me. I use the same password on a few accounts. And two other passwords and use them on a few accounts each. Be it youtube, yahoo mail, etc.","I would create what they require. Is in letters, numbers, symbols. I need more details of what they want.","I used 10 letters and numbers, at least one capital letter, at least one number and one special symbol. I made it because those are the requirements. ","It's a lot to remember and enter each time. This is good enough and don't need to do more I feel.",,,"Somewhat more secure","I wrote it down.","Very unlikely","Very likely","Man","25 - 34","Bachelor's Degree","I do not have an education in, nor do I work in, the field of computer science, computer engineering or IT.","0","0","1","0","1","1","0","0",NULL,"1","0","0","1","1","0",NULL,"1","1","1","1","0","0","0","0","0","1","1","0","0","0","0","0","0","1","1","1"
"218","1","1","1","treatment1","more than 10","I use a password manager to keep my passwords unique","LastPass","I  used Lastpass","They were words that lined up in a way I could memorize them",,,"Somewhat less secure","I just repeated it to myself over and over","Very unlikely","Very unlikely","Woman","18 - 24","Some college","I do not have an education in, nor do I work in, the field of computer science, computer engineering or IT.","0","0","0","0","0","1","0","0",NULL,"1","1","1","1","1","0",NULL,"13","1","7","7","0","0","0","0","0","1","3","6","0","0","0","0","0","1","1","0"
